timestamp,symbol,decision,side,entry_price,tp,sl,exit_reason,exit_price,profit,take_profit,stop_loss,qty,rating,rating_adjustment,news_score,tech_score,news_refs,incoming_ts,incoming_payload,news_count,sentiment_score,recommendation,gpt_judgment,cum
2025-11-07T06:06:00.582968,JP225,STRONG_GO,BUY,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,,,,,,0.9217284446973948
2025-11-07T06:06:00.583042,NQ100,STRONG_GO,BUY,17900.0,,,timeout,,0.0,18258.0,17721.0,1.0,6.0,0.0,0.0,6.0,[],2025-11-07T06:06:00.583037,{'symbol': 'NQ100'},0.0,0.0,STRONG_BUY,Decision=STRONG_GO; rating=6.00; recommendation=STRONG_BUY; news_count=0; sentiment=0.000,0.9217284446973948
2025-11-07T06:06:00.583116,XAUUSD,STRONG_GO,BUY,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,,,,,,0.9355534013316057
2025-11-07T06:06:00.583256,XAGUSD,STRONG_GO,BUY,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,,,,,,0.9589257769454494
2025-11-07T06:06:00.583418,NGAS,STRONG_GO,BUY,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,,,,,,0.9878205602904946
2025-11-07T06:06:00.583663,GER40,STRONG_GO,BUY,18450.0,,,timeout,,0.0,18782.0,18284.0,1.0,6.0,0.0,0.0,6.0,[],2025-11-07T06:06:00.583654,{'symbol': 'GER40'},0.0,0.0,STRONG_BUY,Decision=STRONG_GO; rating=6.00; recommendation=STRONG_BUY; news_count=0; sentiment=0.000,0.9878205602904946
2025-11-07T06:06:00.583779,JP225,STRONG_GO,BUY,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,,,,,,0.9779423546875896
2025-11-07T06:06:00.583871,NQ100,STRONG_GO,BUY,17900.0,,,timeout,,0.0,18258.0,17721.0,1.0,6.0,0.0,0.0,6.0,[],2025-11-07T06:06:00.583866,{'symbol': 'NQ100'},0.0,0.0,STRONG_BUY,Decision=STRONG_GO; rating=6.00; recommendation=STRONG_BUY; news_count=0; sentiment=0.000,0.9779423546875896
2025-11-07T06:06:00.583954,XAUUSD,STRONG_GO,BUY,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,,,,,,0.9926104608115713
2025-11-07T06:06:00.584035,XAGUSD,STRONG_GO,BUY,28.42,29.13,28.08,TP,29.13,0.024982406755805674,,,,,,,,,,,,,,,1.0174082590936337
2025-11-07T06:06:00.584115,NGAS,STRONG_GO,BUY,3.02,3.111,2.975,TP,3.111,0.030132450331125892,,,,,,,,,,,,,,,1.04806526292725
2025-11-07T06:06:00.584191,GER40,STRONG_GO,BUY,18450.0,,,timeout,,0.0,18782.0,18284.0,1.0,6.0,0.0,0.0,6.0,[],2025-11-07T06:06:00.584186,{'symbol': 'GER40'},0.0,0.0,STRONG_BUY,Decision=STRONG_GO; rating=6.00; recommendation=STRONG_BUY; news_count=0; sentiment=0.000,1.04806526292725
2025-11-07T06:06:00.584266,JP225,STRONG_GO,BUY,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,,,,,,1.0375846102979775
2025-11-07T06:06:00.584387,JP225,STRONG_GO,BUY,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,,,,,,1.0272087641949978
2025-11-07T06:06:00.584460,XAUUSD,STRONG_GO,BUY,2375.5,2411.13,2356.5,TP,2411.13,0.014998947589981102,,,,,,,,,,,,,,,1.0426158146131277
2025-11-07T06:06:00.584532,JP225,STRONG_GO,BUY,51200.0,52378.0,50688.0,SL,50688.0,-0.01,,,,,,,,,,,,,,,1.0321896564669963
