,count,mean_rating,mean_ret_1h,winrate_1h,mean_ret_6h,winrate_6h,mean_ret_24h,winrate_24h
STRONG_GO,33,6.3,0.00045080019012324013,0.45454545454545453,0.00043761762241025946,0.30303030303030304,0.00039838733905709397,0.30303030303030304
WAIT,9,2.183333333333333,0.0,0.0,0.0,0.0,0.0,0.0
GO,12,4.799999999999999,-0.0005525464193191669,0.16666666666666666,-0.0006795985206234506,0.16666666666666666,-0.0006795985206234506,0.16666666666666666
